Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,clean_text,normalized_comment,stopword_clean
"RT USER: gmw liat dm dr lu ah! udh tau gua nanya tentang apa, bolot\xf0\x9f\x98\xa9 USER'",1,1,1,0,0,0,1,0,0,1,0,0,"gmw liat dm dr lu ah! udh tau gua nanya tentang apa, bolot","gmw liat dm dr lu ah! sudah tau saya nanya tentang apa, bolot","gmw liat dm dr lu ah! tau saya nanya apa, bolot"
USER USER BACOT YA KALIAN',1,1,0,1,0,0,0,0,1,0,1,0,bacot ya kalian,bacot ya kalian,bacot kalian
8 tahun suka sama temen sebangku SMP. Dan akhirnya hari ini secara tidak sengaja dia tau semuanya. Mampus gak tuh',0,1,0,0,0,0,0,0,0,0,0,0,8 tahun suka sama temen sebangku smp. dan akhirnya hari ini secara tidak sengaja dia tau semuanya. mampus gak tuh,8 tahun suka sama temen sebangku smp. dan akhirnya hari ini secara tidak sengaja dia tau semuanya. mampus tidak tuh,8 tahun suka sama temen sebangku smp. akhirnya hari secara tidak sengaja dia tau semuanya. mampus tidak tuh
"USER koar"" pro aseng song sing,tetaplah china kiblatnya bwg putih...josssssssslah'",0,0,0,0,0,0,0,0,0,0,0,0,"koar pro aseng song sing,tetaplah china kiblatnya bwg putih...josssssssslah","koar pro aseng song sing,tetaplah china kiblatnya bwg putih...josssssssslah","koar pro aseng song sing,tetaplah china kiblatnya bwg putih...josssssssslah"
"Kalo emg bener caitlyn jenner pacaran sm perempuan jg, ngapain dia jd transgender ya?'",0,0,0,0,0,0,0,0,0,0,0,0,"kalo emg bener caitlyn jenner pacaran sm perempuan jg, ngapain dia jd transgender ya?","kalau emg benar caitlyn jenner pacaran sama perempuan jg, ngapain dia jadi transgender ya?","kalau emg benar caitlyn jenner pacaran sama perempuan jg, ngapain dia transgender ya?"
irene ngewe kasar yuk. Gue kasih hadiah ulangtaun manjain memek nya sampe kelojotan',0,1,0,0,0,0,0,0,0,0,0,0,irene ngewe kasar yuk. gue kasih hadiah ulangtaun manjain memek nya sampe kelojotan,irene ngewe kasar yuk. saya kasih hadiah ulangtaun manjain memek nya sampe kelojotan,irene ngewe kasar yuk. saya kasih hadiah ulangtaun manjain memek sampe kelojotan
USER USER USER Pemikiran TOLOL!!,1,1,1,0,0,0,0,0,1,1,0,0,pemikiran tolol!!,pemikiran tolol!!,pemikiran tolol!!
USER USER USER USER USER kontaminasi...? murid USER ?\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\ncuma mau kasih kaca ke gerung bro\nkl nalar dia jg dungu\n\njokowi bicara emas mahal\nkalajengkin,1,1,1,0,0,0,0,0,1,1,0,0,kontaminasi...? murid ? cuma mau kasih kaca ke gerung bro kl nalar dia jg dungu jokowi bicara emas mahal kalajengkin,kontaminasi...? murid ? cuma ingin kasih kaca ke gerung bro kalau nalar dia juga dungu jokowi bicara emas mahal kalajengkin,kontaminasi...? murid ingin kasih kaca gerung bro kalau nalar dia juga dungu jokowi bicara emas mahal kalajengkin
USER Gue doain budek lu \xf0\x9f\x98\x83 /g',1,1,1,0,0,0,1,0,0,1,0,0,gue doain budek lu g,saya doain budek lu g,saya doain budek lu g
RT USER...kapan USER Kita lengserkan? DukungSidangIstimewaMPR,1,0,1,0,0,0,0,0,1,1,0,0,...kapan kita lengserkan? dukungsidangistimewampr,...kapan kita lengserkan? dukungsidangistimewampr,...kapan kita lengserkan? dukungsidangistimewampr
Wasiat ini telah di amanahkan oleh anak anak nabi Ibrahim AS dan di turunkan pula wasiat ini hinggakan tercatit dalam kitab kitab yahudi. Sejarah telah berlalu zaman berzaman. Kisah ini juga telah di ceritakan oleh Rasulullah SAW kepada para sahabat.',0,0,0,0,0,0,0,0,0,0,0,0,wasiat ini telah di amanahkan oleh anak anak nabi ibrahim as dan di turunkan pula wasiat ini hinggakan tercatit dalam kitab kitab yahudi. sejarah telah berlalu zaman berzaman. kisah ini juga telah di ceritakan oleh rasulullah saw kepada para sahabat.,wasiat ini telah di amanahkan oleh anak anak nabi ibrahim as dan di turunkan pula wasiat ini hinggakan tercatit dalam kitab kitab yahudi. sejarah telah berlalu zaman berzaman. kisah ini juga telah di ceritakan oleh rasulullah saw kepada para sahabat.,wasiat amanahkan anak anak nabi ibrahim as turunkan pula wasiat hinggakan tercatit kitab kitab yahudi. sejarah berlalu zaman berzaman. kisah juga ceritakan rasulullah saw kepada sahabat.
"USER USER benar2 pembodohan,maksa bgt pengen 2 periode,cebong oh cebong....'",1,1,0,1,0,0,0,0,1,0,1,0,"benar2 pembodohan,maksa bgt pengen 2 periode,cebong oh cebong....","benar2 pembodohan,maksa banget pengen 2 periode,cebong oh cebong....","benar2 pembodohan,maksa banget pengen 2 periode,cebong cebong...."
USER Busuk...jijik...',0,1,0,0,0,0,0,0,0,0,0,0,busuk...jijik...,busuk...jijik...,busuk...jijik...
"USER On the Road, yang ada Kristen Stewart sama Om Robet Doni jr.'",0,0,0,0,0,0,0,0,0,0,0,0,"on the road, yang ada kristen stewart sama om robet doni jr.","on the road, yang ada kristen stewart sama om robet doni jr.","on the road, ada kristen stewart sama om robet doni jr."
lengserkan jokowi. buktikanlah bahwa kalian cinta jamban. wkwkwkwk,1,1,1,0,0,0,0,0,1,0,0,1,lengserkan jokowi. buktikanlah bahwa kalian cinta jamban. wkwkwkwk,lengserkan jokowi. buktikanlah bahwa kalian cinta jamban. wkwkwkwk,lengserkan jokowi. buktikanlah kalian cinta jamban. wkwkwkwk
USER USER USER USER USER Apa salah dan dosaku silit?',0,1,0,0,0,0,0,0,0,0,0,0,apa salah dan dosaku silit?,apa salah dan dosaku silit?,apa salah dosaku silit?
bolot dong sis URL,0,1,0,0,0,0,0,0,0,0,0,0,bolot dong sis,bolot dong sis,bolot dong sis
"Kata Airlangga Pribadi, jangan lupa Bu Khofifah pengalaman 3 tahun Mensos bersama Presiden Jokowi, ikut serta membantu mengentaskan kemiskinan. .#KhofifahEmilJatimSatu",0,0,0,0,0,0,0,0,0,0,0,0,"kata airlangga pribadi, jangan lupa bu khofifah pengalaman 3 tahun mensos bersama presiden jokowi, ikut serta membantu mengentaskan kemiskinan. . khofifahemiljatimsatu","kata airlangga pribadi, jangan lupa bu khofifah pengalaman 3 tahun mensos bersama presiden jokowi, ikut serta membantu mengentaskan kemiskinan. . khofifahemiljatimsatu","kata airlangga pribadi, jangan lupa bu khofifah pengalaman 3 tahun mensos presiden jokowi, ikut membantu mengentaskan kemiskinan. khofifahemiljatimsatu"
USER Memek mulus',0,1,0,0,0,0,0,0,0,0,0,0,memek mulus,memek mulus,memek mulus
"Tulisan saya pagi ini, tentang budaya minum obat; ; Semoga berguna",0,0,0,0,0,0,0,0,0,0,0,0,"tulisan saya pagi ini, tentang budaya minum obat semoga berguna","tulisan saya pagi ini, tentang budaya minum obat semoga berguna","tulisan saya pagi ini, budaya minum obat semoga berguna"
"USER Aadren mengerti apa yang dirasakan puan itu. Pasti sangat menyakitkan. Apalagi melihat kekasihnya bersama orang lain. \n\n""Kau harus tegar. Kau tak boleh menangisi seorang bajingan yang tak sepantasnya kau tangisi.""'",0,1,0,0,0,0,0,0,0,0,0,0,aadren mengerti apa yang dirasakan puan itu. pasti sangat menyakitkan. apalagi melihat kekasihnya bersama orang lain. kau harus tegar. kau tak boleh menangisi seorang bajingan yang tak sepantasnya kau tangisi.,aadren mengerti apa yang dirasakan puan itu. pasti sangat menyakitkan. apalagi melihat kekasihnya bersama orang lain. kau harus tegar. kau tak boleh menangisi seorang bajingan yang tak sepantasnya kau tangisi.,aadren mengerti apa dirasakan puan itu. pasti sangat menyakitkan. melihat kekasihnya orang lain. kau harus tegar. kau tak menangisi seorang bajingan tak sepantasnya kau tangisi.
USER Iya peno sinting',0,1,0,0,0,0,0,0,0,0,0,0,iya peno sinting,iya peno sinting,iya peno sinting
USER Pemimpin cerdas dan sholeh temannya pasti kwalitasnya sama.; ; #2019GantiPresiden,0,0,0,0,0,0,0,0,0,0,0,0,pemimpin cerdas dan sholeh temannya pasti kwalitasnya sama. 2019gantipresiden,pemimpin cerdas dan sholeh temannya pasti kwalitasnya sama. 2019gantipresiden,pemimpin cerdas sholeh temannya pasti kwalitasnya sama. 2019gantipresiden
"Kondisi ini masih diperburuk dengan peran politik Partai Komunis Indonesia (PKI) yang mendominasi di kehidupan politik Indonesia. Bersandar pada Dekrit Presiden 5 Juli sebagai sumber hukum,'",0,0,0,0,0,0,0,0,0,0,0,0,"kondisi ini masih diperburuk dengan peran politik partai komunis indonesia pki yang mendominasi di kehidupan politik indonesia. bersandar pada dekrit presiden 5 juli sebagai sumber hukum,","kondisi ini masih diperburuk dengan peran politik partai komunis indonesia pki yang mendominasi di kehidupan politik indonesia. bersandar pada dekrit presiden 5 juli sebagai sumber hukum,","kondisi diperburuk peran politik partai komunis indonesia pki mendominasi kehidupan politik indonesia. bersandar dekrit presiden 5 juli sebagai sumber hukum,"
RT USER: USER USER USER Iya mas..bisa terjadi inflasi..pake ngatain aku tolol lagi...dia yg dongo super..',1,1,1,0,0,0,0,0,1,1,0,0,iya mas..bisa terjadi inflasi..pake ngatain aku tolol lagi...dia yg dongo super..,iya mas..bisa terjadi inflasi..pake ngatain aku tolol lagi...dia yang dongo super..,iya mas..bisa terjadi inflasi..pake ngatain aku tolol lagi...dia dongo super..
Ratusan Massa Ormas Islam Geruduk LBH Jakarta: Ganyang PKI! URL URL,1,0,0,1,0,1,0,0,0,0,0,1,ratusan massa ormas islam geruduk lbh jakarta ganyang pki!,ratusan massa ormas islam geruduk lbh jakarta ganyang pki!,ratusan massa ormas islam geruduk lbh jakarta ganyang pki!
10 tahun masa keemasan berbicara di jaman Pak SBY..... 3 tahun masa kegelapan di era jokowi ... URL,1,0,1,0,0,0,0,0,1,1,0,0,10 tahun masa keemasan berbicara di jaman pak sby..... 3 tahun masa kegelapan di era jokowi ...,10 tahun masa keemasan berbicara di jaman pak sby..... 3 tahun masa kegelapan di era jokowi ...,10 tahun masa keemasan berbicara jaman pak sby..... 3 tahun masa kegelapan era jokowi
maaf hati aku bukan noob kau sakit kan mcm mna sekali pun tetap masih gagah berdiri senyum seperti biasa..',0,0,0,0,0,0,0,0,0,0,0,0,maaf hati aku bukan noob kau sakit kan mcm mna sekali pun tetap masih gagah berdiri senyum seperti biasa..,maaf hati aku bukan noob kau sakit kan mcm mna sekali pun tetap masih gagah berdiri senyum seperti biasa..,maaf hati aku noob kau sakit mcm mna sekali tetap gagah berdiri senyum biasa..
Rasa rasanya mata saya minus alias picek.',0,1,0,0,0,0,0,0,0,0,0,0,rasa rasanya mata saya minus alias picek.,rasa rasanya mata saya minus alias picek.,rasa rasanya mata saya minus alias picek.
USER Maunya ga bisu',0,0,0,0,0,0,0,0,0,0,0,0,maunya ga bisu,maunya tidak bisu,maunya tidak bisu
USER Kamu bau bangke tikus!!! \xf0\x9f\x98\xa3',0,1,0,0,0,0,0,0,0,0,0,0,kamu bau bangke tikus!!!,kamu bau bangke tikus!!!,kamu bau bangke tikus!!!
"USER USER Cebong itu isi kepalanya kan taik,mana ada cebong yg mikirnya waras..'",1,1,0,1,0,0,0,0,1,0,1,0,"cebong itu isi kepalanya kan taik,mana ada cebong yg mikirnya waras..","cebong itu isi kepalanya kan taik,mana ada cebong yang mikirnya waras..","cebong isi kepalanya taik,mana ada cebong mikirnya waras.."
"USER Udah kuduga...selama kunyuk kunyuknya kolojengking durung modar yo ancen ngene iki...Gusti Allah mboten sare, makin melek karo hukum biadab kalah karo wong wong asu'",1,1,0,1,0,0,0,0,1,0,1,0,"udah kuduga...selama kunyuk kunyuknya kolojengking durung modar yo ancen ngene iki...gusti allah mboten sare, makin melek karo hukum biadab kalah karo wong wong asu","udah kuduga...selama kunyuk kunyuknya kolojengking durung modar yo ancen ngene iki...gusti allah mboten sare, makin melek karo hukum biadab kalah karo wong wong asu","udah kuduga...selama kunyuk kunyuknya kolojengking durung modar yo ancen ngene iki...gusti allah mboten sare, makin melek karo hukum biadab kalah karo wong wong asu"
USER \xe2\x80\x9cMas cocok kalo bawa pisang. Kaya monyet.\xe2\x80\x9d ujarnya lalu menjulurkan lidah.',0,1,0,0,0,0,0,0,0,0,0,0,mas cocok kalo bawa pisang. kaya monyet. ujarnya lalu menjulurkan lidah.,mas cocok kalau bawa pisang. kaya monyet. ujarnya lalu menjulurkan lidah.,mas cocok kalau bawa pisang. kaya monyet. ujarnya lalu menjulurkan lidah.
"Pilkada kota serang belum punya pilihan, tolong mbah pilih mana?",0,0,0,0,0,0,0,0,0,0,0,0,"pilkada kota serang belum punya pilihan, tolong mbah pilih mana?","pilkada kota serang belum punya pilihan, tolong mbah pilih mana?","pilkada kota serang belum punya pilihan, tolong mbah pilih mana?"
"1. Mengapa Prabowo ingin jadi Presiden? Tanya saya kepada teman kemarin waktu bertemu di restoran, Metropolis Hong Kong. Teman ini saya kenal baik karena bisnisnya ada hubungan dengan Prabowo. ; ; USER; USER; USER",0,0,0,0,0,0,0,0,0,0,0,0,"mengapa prabowo ingin jadi presiden? tanya saya kepada teman kemarin waktu bertemu di restoran, metropolis hong kong. teman ini saya kenal baik karena bisnisnya ada hubungan dengan prabowo.","mengapa prabowo ingin jadi presiden? tanya saya kepada teman kemarin waktu bertemu di restoran, metropolis hong kong. teman ini saya kenal baik karena bisnisnya ada hubungan dengan prabowo.","mengapa prabowo ingin presiden? tanya saya kepada teman kemarin waktu bertemu restoran, metropolis hong kong. teman saya kenal baik bisnisnya ada hubungan prabowo."
USER eh tapi aku gatau nasabah itu nuker apa nabung apa gimana...... pokoknya ngurusin mata uang asing :(',0,0,0,0,0,0,0,0,0,0,0,0,eh tapi aku gatau nasabah itu nuker apa nabung apa gimana...... pokoknya ngurusin mata uang asing,eh tapi aku gatau nasabah itu nuker apa nabung apa gimana...... pokoknya ngurusin mata uang asing,tapi aku gatau nasabah nuker apa nabung apa gimana...... pokoknya ngurusin mata uang asing
"USER Ka'ab bin al-Asyraf adalah tokoh Yahudi yg sangat benci terhadap umat muslim khususnya terhdap nabi, lalu bgmn dia bisa hafal al-qur'an??, dan pd akhirnya di dibunuh oleh salah seorang sahabat anshor . sedangkan proses Tadwin al-qur'an pd m",0,0,0,0,0,0,0,0,0,0,0,0,"ka ab bin al-asyraf adalah tokoh yahudi yg sangat benci terhadap umat muslim khususnya terhdap nabi, lalu bgmn dia bisa hafal al-qur an??, dan pd akhirnya di dibunuh oleh salah seorang sahabat anshor . sedangkan proses tadwin al-qur an pd m","ka ab bin al-asyraf adalah tokoh yahudi yang sangat benci terhadap umat muslim khususnya terhdap nabi, lalu bgmn dia bisa hafal al-qur an??, dan pd akhirnya di dibunuh oleh salah seorang sahabat anshor . sedangkan proses tadwin al-qur an pd m","ka ab bin al-asyraf tokoh yahudi sangat benci umat muslim khususnya terhdap nabi, lalu bgmn dia bisa hafal al-qur an??, pd akhirnya dibunuh salah seorang sahabat anshor proses tadwin al-qur an pd m"
USER Ketahuan kan kalo bima+ apk idiot. \xf0\x9f\x98\x81 URL,1,1,0,1,0,0,1,0,0,0,1,0,ketahuan kan kalo bima apk idiot.,ketahuan kan kalau bima apk idiot.,ketahuan kalau bima apk idiot.
woy anjir bolot bat gue aja paham. URL,1,1,1,0,0,0,1,0,0,1,0,0,woy anjir bolot bat gue aja paham.,woy anjing bolot bat saya saja paham.,woy anjing bolot bat saya paham.
"USER USER Udh nanti kalau dia on gua omelin yell tenang ae udh,org gila gitu yell jadiin org barang taruhan kan org bego dongo sinting sarap bajingan'",1,1,1,0,0,0,1,0,0,1,0,0,"udh nanti kalau dia on gua omelin yell tenang ae udh,org gila gitu yell jadiin org barang taruhan kan org bego dongo sinting sarap bajingan","sudah nanti kalau dia on saya omelin yell tenang ae udh,org gila gitu yell jadiin orang barang taruhan kan orang bego dongo sinting sarap bajingan","nanti kalau dia on saya omelin yell tenang ae udh,org gila gitu yell jadiin orang barang taruhan orang bego dongo sinting sarap bajingan"
usir budha myamar dari bumi indonesiaa URL,1,0,0,1,1,1,0,0,0,0,0,1,usir budha myamar dari bumi indonesiaa,usir budha myamar dari bumi indonesiaa,usir budha myamar bumi indonesiaa
USER USER USER USER USER USER Lebih TOLOL lg yg nulis kek gini... \xf0\x9f\x98\xb8\xf0\x9f\x98\xb8\xf0\x9f\x91\x8b\xf0\x9f\x91\x8b\xf0\x9f\x91\x8,1,1,1,0,0,0,0,0,1,1,0,0,lebih tolol lg yg nulis kek gini... x8,lebih tolol lg yang nulis kek gini... x8,lebih tolol lg nulis kek gini... x8
USER Plagiat lagu USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 kaum kntl!!!',1,1,0,1,0,0,0,1,0,0,1,0,plagiat lagu kaum kntl!!!,plagiat lagu kaum kntl!!!,plagiat lagu kaum kntl!!!
USER anjir gue disangka gitu dong kemaren. sarap emang dikira orang rest harus melulu gegara gamon apa. kalau gamonin mantan sebelum sebelumnya baru bener .G WKWKWKWKWK',0,1,0,0,0,0,0,0,0,0,0,0,anjir gue disangka gitu dong kemaren. sarap emang dikira orang rest harus melulu gegara gamon apa. kalau gamonin mantan sebelum sebelumnya baru bener .g wkwkwkwkwk,anjing saya disangka gitu dong kemaren. sarap emang dikira orang rest harus melulu gegara gamon apa. kalau gamonin mantan sebelum sebelumnya baru benar .g wkwkwkwkwk,anjing saya disangka gitu dong kemaren. sarap emang dikira orang rest harus melulu gegara gamon apa. kalau gamonin mantan sebelumnya benar .g wkwkwkwkwk
"USER USER Mulut berbusa lalu muncrat kemana mana,..\n..karena haus kekuasaan,...kasak kusuk cari kesalahan seolah olah dirinya mampu,...padahal congor doang yang bekerja'",1,1,1,0,0,0,0,0,1,1,0,0,"mulut berbusa lalu muncrat kemana mana,.. ..karena haus kekuasaan,...kasak kusuk cari kesalahan seolah olah dirinya mampu,...padahal congor doang yang bekerja","mulut berbusa lalu muncrat kemana mana,.. ..karena haus kekuasaan,...kasak kusuk cari kesalahan seolah olah dirinya mampu,...padahal congor doang yang bekerja","mulut berbusa lalu muncrat kemana mana,.. ..karena haus kekuasaan,...kasak kusuk cari kesalahan seolah olah dirinya mampu,...padahal congor bekerja"
"USER USER Mantap bang...lanjutkan,biar para kampret,Bani kencing onta kejang semua\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80'",1,1,0,1,0,0,0,0,1,0,1,0,"mantap bang...lanjutkan,biar para kampret,bani kencing onta kejang semua","mantap bang...lanjutkan,biar para kampret,bani kencing onta kejang semua","mantap bang...lanjutkan,biar kampret,bani kencing onta kejang"
USER Gini dah ya gue jelasin.\n\nKan kalo dikasih dare ganti ava? Jadi pict banci gt2 kan ya? Nah lu sekalian dah ts jadi banci nya elah',0,1,0,0,0,0,0,0,0,0,0,0,gini dah ya gue jelasin. kan kalo dikasih dare ganti ava? jadi pict banci gt2 kan ya? nah lu sekalian dah ts jadi banci nya elah,gini dah ya saya jelasin. kan kalau dikasih dare ganti ava? jadi pict banci gt2 kan ya? nah lu sekalian dah ts jadi banci nya elah,gini dah saya jelasin. kalau dikasih dare ganti ava? pict banci gt2 ya? nah lu sekalian dah ts banci elah
USER artikel buat manusia.tapi yg tidur anjing :V ada ada ae lu min USER',0,0,0,0,0,0,0,0,0,0,0,0,artikel buat manusia.tapi yg tidur anjing v ada ada ae lu min,artikel buat manusia.tapi yang tidur anjing v ada ada ae lu min,artikel buat manusia.tapi tidur anjing v ada ada ae lu min
USER Tak perlu dibajak. Bacot elu babi. Mending kita gelut saja',1,1,1,0,0,0,0,0,1,1,0,0,tak perlu dibajak. bacot elu babi. mending kita gelut saja,tak perlu dibajak. bacot kamu babi. mending kita gelut saja,tak perlu dibajak. bacot kamu babi. mending kita gelut
USER USER Hampir di seluruh geraja katolik lokal begitu',0,0,0,0,0,0,0,0,0,0,0,0,hampir di seluruh geraja katolik lokal begitu,hampir di seluruh geraja katolik lokal begitu,hampir seluruh geraja katolik lokal
"USER USER USER Percuma ekonomi tumbuh tinggi klo infrastrukturnya memble, bukan kesejahteraan yg diraih tp justru bencana inflasi tinggi",0,0,0,0,0,0,0,0,0,0,0,0,"percuma ekonomi tumbuh tinggi klo infrastrukturnya memble, bukan kesejahteraan yg diraih tp justru bencana inflasi tinggi","percuma ekonomi tumbuh tinggi kalau infrastrukturnya memble, bukan kesejahteraan yang diraih tapi justru bencana inflasi tinggi","percuma ekonomi tumbuh tinggi kalau infrastrukturnya memble, kesejahteraan diraih tapi justru bencana inflasi tinggi"
"RT USER: Bukan hanya anjing, babi pun demikian. Monggo jika berkenan \xf0\x9f\x91\x89 URL URL",0,0,0,0,0,0,0,0,0,0,0,0,"bukan hanya anjing, babi pun demikian. monggo jika berkenan","bukan hanya anjing, babi pun demikian. monggo jika berkenan","anjing, babi demikian. monggo berkenan"
jokowi ratu adil apaan..??? dia ga ada keturunan darah biruadanya DARAH KOTOR cina babi..!!! URL,1,1,1,0,0,1,0,0,0,1,0,0,jokowi ratu adil apaan..??? dia ga ada keturunan darah biruadanya darah kotor cina babi..!!!,jokowi ratu adil apaan..??? dia tidak ada keturunan darah biruadanya darah kotor cina babi..!!!,jokowi ratu adil apaan..??? dia tidak ada keturunan darah biruadanya darah kotor cina babi..!!!
politisasi kasus itu ada di mana saja di belahan dunia. USER USER USER USER,1,0,1,0,0,0,0,0,1,1,0,0,politisasi kasus itu ada di mana saja di belahan dunia.,politisasi kasus itu ada di mana saja di belahan dunia.,politisasi kasus ada mana belahan dunia.
"Ya kita tau lah gubernur sekarang itu ngawur nya kaya tai kucing keinjek, tapi kalo baca keseluruhan cerita kaya terkesan mengarang bebas anak SMP URL",1,1,1,0,0,0,0,0,1,1,0,0,"ya kita tau lah gubernur sekarang itu ngawur nya kaya tai kucing keinjek, tapi kalo baca keseluruhan cerita kaya terkesan mengarang bebas anak smp","ya kita tau lah gubernur sekarang itu ngawur nya kaya tai kucing keinjek, tapi kalau baca keseluruhan cerita kaya terkesan mengarang bebas anak smp","kita tau gubernur sekarang ngawur kaya tai kucing keinjek, tapi kalau baca keseluruhan cerita kaya terkesan mengarang bebas anak smp"
"USER Sbg orang kristen sy bisa menambahkan, knp gak ada istilah kristen nusantara. krn kami dari dulu sdh nusantara, kl tdk tentu budaya dan adat orang Israel sdh kami terapkan di indonesia..'",0,0,0,0,0,0,0,0,0,0,0,0,"sbg orang kristen sy bisa menambahkan, knp gak ada istilah kristen nusantara. krn kami dari dulu sdh nusantara, kl tdk tentu budaya dan adat orang israel sdh kami terapkan di indonesia..","sebagai orang kristen saya bisa menambahkan, knp tidak ada istilah kristen nusantara. karena kami dari dulu sudah nusantara, kalau tidak tentu budaya dan adat orang israel sudah kami terapkan di indonesia..","sebagai orang kristen saya bisa menambahkan, knp tidak ada istilah kristen nusantara. kami dulu nusantara, kalau tidak tentu budaya adat orang israel kami terapkan indonesia.."
sekarang ni dah tak mampu tersenyum . rasa terduduk . babi babi babi',0,1,0,0,0,0,0,0,0,0,0,0,sekarang ni dah tak mampu tersenyum . rasa terduduk . babi babi babi,sekarang ni dah tak mampu tersenyum . rasa terduduk . babi babi babi,sekarang ni dah tak mampu tersenyum rasa terduduk babi babi babi
Dasar bajingan\xf0\x9f\x98\x88\nUdah punya bini ngakunya bujangan\nSecara pelan2 lu nyakitin n ngancurin perasaan mama ku\nMama ku kurang apa buat lu\xf0\x9f\x98\xac\nLu pulang bakal ku banting hp lu',1,1,1,0,0,0,0,0,1,1,0,0,dasar bajingan udah punya bini ngakunya bujangan secara pelan2 lu nyakitin ngancurin perasaan mama ku mama ku kurang apa buat lu lu pulang bakal ku banting hp lu,dasar bajingan udah punya bini ngakunya bujangan secara pelan2 lu nyakitin ngancurin perasaan mama ku mama ku kurang apa buat lu lu pulang bakal ku banting hp lu,dasar bajingan udah punya bini ngakunya bujangan secara pelan2 lu nyakitin ngancurin perasaan mama mama kurang apa buat lu lu pulang bakal banting hp lu
Yagimanasih anjir gue dirumah doang dari pagi karena gangerti arah jalan sini mau main juga bingung gada temen\xf0\x9f\x98\xad\xf0\x9f\xa4\xa7',0,1,0,0,0,0,0,0,0,0,0,0,yagimanasih anjir gue dirumah doang dari pagi karena gangerti arah jalan sini mau main juga bingung gada temen,yagimanasih anjing saya dirumah doang dari pagi karena gangerti arah jalan sini ingin main juga bingung gada temen,yagimanasih anjing saya dirumah pagi gangerti arah jalan sini ingin main juga bingung gada temen
USER OH YANG KEK GITU:( KALAU NOONA ANAK JALANAN KM ANAK GEMBEL YA?',0,1,0,0,0,0,0,0,0,0,0,0,oh yang kek gitu kalau noona anak jalanan km anak gembel ya?,oh yang kek gitu kalau noona anak jalanan kamu anak gembel ya?,kek gitu kalau noona anak jalanan kamu anak gembel ya?
"Hai kau USER kalau ngomong pakai data, jangan by congor doang loh.., mana nasionalisme loh belain TKA, dasar kau'",0,1,0,0,0,0,0,0,0,0,0,0,"hai kau kalau ngomong pakai data, jangan by congor doang loh.., mana nasionalisme loh belain tka, dasar kau","hai kau kalau ngomong pakai data, jangan by congor doang loh.., mana nasionalisme loh belain tka, dasar kau","hai kau kalau ngomong pakai data, jangan by congor loh.., mana nasionalisme belain tka, dasar kau"
"USER USER Andai tak ada Pak Harto, Indonesia sudah jadi negara komunis. Satu dari dua ideologi yg saya benci.'",0,0,0,0,0,0,0,0,0,0,0,0,"andai tak ada pak harto, indonesia sudah jadi negara komunis. satu dari dua ideologi yg saya benci.","andai tak ada pak harto, indonesia sudah jadi negara komunis. satu dari dua ideologi yang saya benci.","andai tak ada pak harto, indonesia negara komunis. satu dua ideologi saya benci."
USER USER Hahahaha...timnasnya aja gk loloas sok2an ngledekin timnas laenn..malu woey malu..diem2 bae sono di bawah jamban',1,0,0,1,0,0,0,0,1,0,1,0,hahahaha...timnasnya aja gk loloas sok2an ngledekin timnas laenn..malu woey malu..diem2 bae sono di bawah jamban,hahahaha...timnasnya saja tidak loloas sok2an ngledekin timnas laenn..malu woey malu..diem2 bae sono di bawah jamban,hahahaha...timnasnya tidak loloas sok2an ngledekin timnas laenn..malu woey malu..diem2 bae sono bawah jamban
santri tolak berita hoax dan ingin pilkada kota kediri damai:,0,0,0,0,0,0,0,0,0,0,0,0,santri tolak berita hoax dan ingin pilkada kota kediri damai,santri tolak berita hoax dan ingin pilkada kota kediri damai,santri tolak berita hoax ingin pilkada kota kediri damai
"Rambutnya bagus gak kyk sapu iduk. Matanya sipit tapi masih ada, gk ilang. Kakinya banyak corengan tapi panjang. Idaman Bang Sungjin ini mah. Awas aja lo yang bakalan ngehamilin dia njin! \nDowoon: aku harap aku bisa ngajak mbaknya curhat dan maen berbie",0,0,0,0,0,0,0,0,0,0,0,0,"rambutnya bagus gak kyk sapu iduk. matanya sipit tapi masih ada, gk ilang. kakinya banyak corengan tapi panjang. idaman bang sungjin ini mah. awas aja lo yang bakalan ngehamilin dia njin! dowoon aku harap aku bisa ngajak mbaknya curhat dan maen berbie","rambutnya bagus tidak kyk sapu iduk. matanya sipit tapi masih ada, tidak ilang. kakinya banyak corengan tapi panjang. idaman bang sungjin ini mah. awas saja kamu yang bakalan ngehamilin dia njin! dowoon aku harap aku bisa ngajak mbaknya curhat dan maen berbie","rambutnya bagus tidak kyk sapu iduk. matanya sipit tapi ada, tidak ilang. kakinya banyak corengan tapi panjang. idaman bang sungjin mah. awas kamu bakalan ngehamilin dia njin! dowoon aku harap aku bisa ngajak mbaknya curhat maen berbie"
